SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,SepalArea,PetalArea,TotalFlowerArea,SepalPetalRatio,PetalAspectRatio,FlowerVolumeIndex,Temperature,Humidity,SunlightHours,SoilPH,SoilMoisture,Rainfall,HealthScore,DiseaseRisk,Species
5.8,2.3,1.9,0.2,13.34,0.38,13.72,3.053,9.5,2.53,19.8,73,8.4,5.97,39,23.4,66.2,0,0
5.6,3.1,5.1,1.4,17.36,7.14,24.5,1.098,3.643,8.85,29.1,66,4.5,7.0,39,32.9,88.7,1,1
5.1,2.7,1.8,0.2,13.77,0.36,14.13,2.833,9.0,2.48,23.3,45,4.7,7.04,45,108.5,78.3,2,0
5.4,2.4,1.4,0.5,12.96,0.7,13.66,3.857,2.8,1.81,25.3,58,6.8,6.86,49,235.3,65.9,0,0
5.0,3.7,5.8,1.7,18.5,9.86,28.36,0.862,3.412,10.73,26.9,57,6.2,5.6,72,70.1,83.5,2,2
6.2,2.2,6.4,2.0,13.64,12.8,26.44,0.969,3.2,8.73,23.5,60,4.1,5.58,80,178.9,98.6,1,2
4.9,2.5,1.1,0.1,12.25,0.11,12.36,4.455,11.0,1.35,26.7,85,4.4,6.21,39,181.3,74.9,0,0
5.0,3.0,1.5,0.4,15.0,0.6,15.6,3.333,3.75,2.25,22.9,73,8.4,5.54,54,102.4,65.4,0,0
5.0,3.2,1.3,0.4,16.0,0.52,16.52,3.846,3.25,2.08,20.7,56,7.3,6.15,59,83.3,76.3,2,0
5.4,3.0,5.6,2.3,16.2,12.88,29.08,0.964,2.435,9.07,25.6,74,4.0,6.78,54,188.7,100.0,1,2
7.5,3.4,5.1,2.2,25.5,11.22,36.72,1.471,2.318,13.0,27.2,79,8.9,5.88,73,134.4,93.3,1,2
5.7,2.9,5.3,1.5,16.53,7.95,24.48,1.075,3.533,8.76,27.2,47,9.0,5.76,85,27.2,79.6,2,2
4.4,3.5,1.8,0.4,15.4,0.72,16.12,2.444,4.5,2.77,25.4,89,7.5,5.6,44,159.4,64.6,0,0
5.3,4.2,1.7,0.3,22.26,0.51,22.77,3.118,5.667,3.78,26.9,68,7.3,7.38,56,209.1,75.7,2,0
5.5,2.9,1.0,0.1,15.95,0.1,16.05,5.5,10.0,1.59,22.3,58,9.8,5.69,76,73.1,68.4,0,0
5.1,2.8,1.6,0.2,14.28,0.32,14.6,3.187,8.0,2.28,28.5,71,8.5,7.03,66,102.3,70.0,0,0
6.2,2.4,6.4,2.0,14.88,12.8,27.68,0.969,3.2,9.52,25.1,87,4.9,7.5,58,234.7,100.0,1,2
7.9,2.7,5.4,2.2,21.33,11.88,33.21,1.463,2.455,11.52,24.0,65,7.7,6.63,43,106.3,94.6,1,2
5.7,3.7,5.6,1.8,21.09,10.08,31.17,1.018,3.111,11.81,28.2,63,7.6,6.54,49,21.5,97.9,1,2
5.6,2.3,1.7,0.4,12.88,0.68,13.56,3.294,4.25,2.19,21.9,80,7.1,6.64,66,55.6,64.0,0,0
5.2,2.4,4.9,1.2,12.48,5.88,18.36,1.061,4.083,6.12,21.6,64,4.6,6.3,43,188.9,85.3,2,1
5.3,3.2,4.4,1.5,16.96,6.6,23.56,1.205,2.933,7.46,30.7,83,7.9,5.57,81,152.5,76.5,2,1
5.7,3.0,1.8,0.3,17.1,0.54,17.64,3.167,6.0,3.08,31.0,52,9.2,5.95,71,215.4,77.9,2,0
7.2,2.8,5.2,1.4,20.16,7.28,27.44,1.385,3.714,10.48,25.6,54,6.0,6.9,39,31.6,88.3,1,2
6.9,3.1,4.2,1.1,21.39,4.62,26.01,1.643,3.818,8.98,24.0,70,4.9,6.17,60,151.4,72.0,0,1
5.5,2.6,3.9,1.6,14.3,6.24,20.54,1.41,2.438,5.58,28.7,75,7.4,6.48,71,151.4,83.5,2,1
6.5,2.6,5.1,1.9,16.9,9.69,26.59,1.275,2.684,8.62,27.6,81,4.5,6.84,57,104.0,84.4,2,2
6.1,2.0,3.6,1.8,12.2,6.48,18.68,1.694,2.0,4.39,26.6,73,7.7,6.38,82,73.7,85.9,2,1
5.4,4.1,1.1,0.1,22.14,0.11,22.25,4.909,11.0,2.44,31.3,54,9.2,7.14,30,99.0,75.1,2,0
5.8,2.0,3.4,1.4,11.6,4.76,16.36,1.706,2.429,3.94,20.9,78,8.5,6.6,69,187.9,73.8,0,1
6.9,2.8,6.7,2.0,19.32,13.4,32.72,1.03,3.35,12.94,21.6,48,5.7,7.08,69,82.4,96.2,1,2
4.4,3.7,1.6,0.6,16.28,0.96,17.24,2.75,2.667,2.6,23.0,51,4.1,7.23,71,108.9,79.6,2,0
7.8,2.4,5.3,2.4,18.72,12.72,31.44,1.472,2.208,9.92,25.4,56,5.2,7.43,65,233.1,87.8,2,2
5.7,2.9,1.4,0.5,16.53,0.7,17.23,4.071,2.8,2.31,18.3,88,6.1,6.75,45,249.1,79.1,2,0
6.6,2.9,4.8,1.7,19.14,8.16,27.3,1.375,2.824,9.19,29.4,46,9.7,7.4,44,54.9,92.7,1,1
5.3,3.4,5.7,2.1,18.02,11.97,29.99,0.93,2.714,10.27,30.2,88,5.4,5.98,39,118.1,90.9,1,2
5.9,3.1,5.0,1.6,18.29,8.0,26.29,1.18,3.125,9.15,25.6,57,9.2,6.12,75,226.7,92.6,1,2
7.0,3.4,3.3,1.7,23.8,5.61,29.41,2.121,1.941,7.85,30.8,65,4.4,6.57,76,47.2,78.3,2,1
5.4,3.9,1.8,0.3,21.06,0.54,21.6,3.0,6.0,3.79,23.8,73,8.5,7.14,70,234.6,67.5,0,0
4.5,2.7,1.7,0.4,12.15,0.68,12.83,2.647,4.25,2.07,21.7,81,7.7,6.69,44,178.1,69.1,0,0
7.2,2.4,6.5,1.9,17.28,12.35,29.63,1.108,3.421,11.23,27.1,56,9.1,6.48,38,57.7,90.3,1,2
6.5,2.0,3.6,1.3,13.0,4.68,17.68,1.806,2.769,4.68,28.4,57,8.5,5.63,58,219.4,79.2,2,1
6.7,3.2,3.9,1.6,21.44,6.24,27.68,1.718,2.438,8.36,26.5,69,8.3,6.29,77,151.5,83.1,2,1
7.5,3.5,5.7,1.9,26.25,10.83,37.08,1.316,3.0,14.96,29.6,47,9.3,5.99,64,111.0,95.4,1,2
6.1,3.4,6.8,1.6,20.74,10.88,31.62,0.897,4.25,14.1,24.2,64,8.6,6.07,40,117.2,93.6,1,2
5.3,4.2,1.4,0.4,22.26,0.56,22.82,3.786,3.5,3.12,19.3,77,4.7,7.06,74,145.7,69.4,0,0
5.8,2.3,4.2,1.6,13.34,6.72,20.06,1.381,2.625,5.6,20.8,74,4.5,6.15,71,228.6,88.2,1,1
7.1,2.3,6.2,2.1,16.33,13.02,29.35,1.145,2.952,10.12,19.2,90,6.3,7.08,62,160.8,90.6,1,2
6.0,3.4,6.7,2.0,20.4,13.4,33.8,0.896,3.35,13.67,27.2,54,5.0,5.79,79,183.8,95.5,1,2
6.4,3.3,3.6,1.1,21.12,3.96,25.08,1.778,3.273,7.6,30.6,57,4.0,7.03,30,125.5,83.6,2,1
7.3,3.2,5.7,1.6,23.36,9.12,32.48,1.281,3.562,13.32,27.2,74,6.5,5.66,68,21.5,94.4,1,2
6.2,2.8,4.7,1.0,17.36,4.7,22.06,1.319,4.7,8.16,20.1,86,6.1,5.79,32,173.4,84.8,2,1
5.6,2.1,3.2,1.8,11.76,5.76,17.52,1.75,1.778,3.76,20.3,63,7.7,6.88,68,151.6,82.5,2,1
6.5,2.5,3.1,1.6,16.25,4.96,21.21,2.097,1.938,5.04,22.5,69,8.9,7.02,83,146.6,76.6,2,1
4.5,4.1,1.3,0.3,18.45,0.39,18.84,3.462,4.333,2.4,20.9,58,7.7,5.72,76,245.3,71.2,0,0
5.0,3.7,1.8,0.6,18.5,1.08,19.58,2.778,3.0,3.33,22.0,83,9.1,6.02,66,248.9,69.8,0,0
5.2,3.3,1.7,0.3,17.16,0.51,17.67,3.059,5.667,2.92,29.3,84,5.4,6.08,42,20.4,63.4,0,0
7.3,3.4,5.0,2.1,24.82,10.5,35.32,1.46,2.381,12.41,23.8,47,6.0,6.62,70,68.8,93.2,1,2
5.7,3.5,5.2,2.0,19.95,10.4,30.35,1.096,2.6,10.37,22.5,45,4.7,6.17,55,186.6,92.7,1,2
5.5,2.7,1.8,0.6,14.85,1.08,15.93,3.056,3.0,2.67,24.7,75,8.8,6.79,60,55.7,71.5,0,0
7.6,2.9,6.5,2.4,22.04,15.6,37.64,1.169,2.708,14.33,18.8,78,5.8,6.95,50,147.7,93.5,1,2
7.0,3.5,6.6,1.8,24.5,11.88,36.38,1.061,3.667,16.17,31.6,62,9.0,6.18,54,164.1,99.2,1,2
6.7,2.5,4.8,2.3,16.75,11.04,27.79,1.396,2.087,8.04,22.3,65,8.3,6.04,35,134.3,87.9,2,2
6.6,2.4,4.1,1.1,15.84,4.51,20.35,1.61,3.727,6.49,23.2,47,8.7,7.33,58,136.4,83.8,2,1
5.4,2.7,5.7,2.4,14.58,13.68,28.26,0.947,2.375,8.31,22.3,65,4.9,7.24,82,245.9,97.6,1,2
4.6,2.4,1.3,0.5,11.04,0.65,11.69,3.538,2.6,1.44,19.6,64,9.6,6.87,68,220.5,68.6,0,0
4.5,3.9,1.7,0.1,17.55,0.17,17.72,2.647,17.0,2.98,28.6,85,9.4,6.14,42,85.9,70.9,0,0
6.3,2.4,3.3,1.1,15.12,3.63,18.75,1.909,3.0,4.99,31.4,80,7.1,5.91,52,146.4,73.6,0,1
7.3,3.1,4.9,1.7,22.63,8.33,30.96,1.49,2.882,11.09,30.5,79,6.7,5.76,60,227.8,79.5,2,2
5.0,2.6,3.4,1.5,13.0,5.1,18.1,1.471,2.267,4.42,26.3,89,8.2,6.73,49,96.4,75.4,2,1
7.3,2.3,6.7,2.2,16.79,14.74,31.53,1.09,3.045,11.25,25.9,50,8.9,7.34,59,42.4,96.4,1,2
7.0,2.9,5.1,1.6,20.3,8.16,28.46,1.373,3.187,10.35,30.1,84,5.5,6.23,41,180.9,89.0,1,2
5.9,2.0,4.0,1.3,11.8,5.2,17.0,1.475,3.077,4.72,24.5,55,5.7,6.2,66,49.3,74.0,0,1
7.3,2.7,6.1,2.3,19.71,14.03,33.74,1.197,2.652,12.02,25.5,70,7.5,5.98,45,146.0,100.0,1,2
5.0,2.3,4.5,1.3,11.5,5.85,17.35,1.111,3.462,5.17,31.7,81,8.7,6.59,45,59.8,84.4,2,1
7.7,3.1,5.7,2.1,23.87,11.97,35.84,1.351,2.714,13.61,24.5,80,4.6,6.39,49,239.9,87.1,2,2
5.3,3.6,1.7,0.3,19.08,0.51,19.59,3.118,5.667,3.24,27.0,48,4.5,7.13,67,227.7,73.2,0,0
5.4,3.7,1.4,0.2,19.98,0.28,20.26,3.857,7.0,2.8,26.6,73,5.2,6.86,50,88.9,75.3,2,0
5.8,3.7,5.5,2.5,21.46,13.75,35.21,1.055,2.2,11.8,22.8,50,7.5,6.72,62,113.0,91.5,1,2
5.0,3.3,5.0,1.0,16.5,5.0,21.5,1.0,5.0,8.25,25.8,67,4.7,6.06,31,74.1,83.2,2,1
6.2,3.0,3.9,1.3,18.6,5.07,23.67,1.59,3.0,7.25,21.0,56,6.8,5.88,54,214.0,77.9,2,1
5.2,3.4,4.4,1.1,17.68,4.84,22.52,1.182,4.0,7.78,19.0,46,4.9,7.27,72,120.4,87.5,2,1
4.5,4.0,1.8,0.5,18.0,0.9,18.9,2.5,3.6,3.24,27.7,72,7.7,6.41,57,147.0,71.0,0,0
5.4,2.6,3.0,1.4,14.04,4.2,18.24,1.8,2.143,4.21,28.2,90,7.0,6.32,64,152.6,70.9,0,1
5.2,3.8,1.1,0.3,19.76,0.33,20.09,4.727,3.667,2.17,27.7,54,8.4,6.55,84,246.2,75.1,2,0
6.0,2.7,4.3,1.2,16.2,5.16,21.36,1.395,3.583,6.97,26.8,87,9.8,5.66,70,144.0,81.6,2,1
5.1,2.7,6.4,1.9,13.77,12.16,25.93,0.797,3.368,8.81,25.2,75,7.4,6.16,52,240.9,99.1,1,2
5.3,3.0,4.3,1.2,15.9,5.16,21.06,1.233,3.583,6.84,29.0,61,4.4,6.45,40,151.8,82.8,2,1
6.6,2.9,3.6,1.1,19.14,3.96,23.1,1.833,3.273,6.89,25.1,62,5.5,6.73,47,217.3,70.1,0,1
5.2,4.2,1.7,0.4,21.84,0.68,22.52,3.059,4.25,3.71,23.2,56,5.6,6.9,61,61.6,71.8,0,0
4.8,2.5,1.1,0.6,12.0,0.66,12.66,4.364,1.833,1.32,20.2,76,8.5,6.33,54,74.7,70.4,0,0
5.4,3.1,6.5,1.5,16.74,9.75,26.49,0.831,4.333,10.88,21.7,52,4.3,6.43,60,89.3,93.4,1,2
5.6,3.3,5.4,1.7,18.48,9.18,27.66,1.037,3.176,9.98,25.4,72,4.1,7.35,58,107.9,85.4,2,2
6.9,2.3,6.7,2.1,15.87,14.07,29.94,1.03,3.19,10.63,31.4,72,7.7,6.8,47,97.0,94.4,1,2
4.7,3.5,1.4,0.4,16.45,0.56,17.01,3.357,3.5,2.3,21.4,88,7.5,5.89,51,175.9,79.0,2,0
6.0,2.9,4.7,1.0,17.4,4.7,22.1,1.277,4.7,8.18,19.4,51,8.1,6.2,76,85.2,74.5,0,1
5.2,2.4,1.5,0.5,12.48,0.75,13.23,3.467,3.0,1.87,21.0,83,7.8,6.92,37,39.9,73.2,0,0
6.3,3.3,4.2,1.8,20.79,7.56,28.35,1.5,2.333,8.73,30.5,89,5.1,6.09,72,235.3,87.3,2,1
6.5,3.0,4.4,1.6,19.5,7.04,26.54,1.477,2.75,8.58,21.6,49,5.7,5.62,54,96.5,77.0,2,1
5.3,2.1,5.1,1.2,11.13,6.12,17.25,1.039,4.25,5.68,23.5,86,7.0,5.79,79,119.2,84.1,2,1
5.7,3.8,1.1,0.1,21.66,0.11,21.77,5.182,11.0,2.38,26.0,61,8.7,5.54,61,54.2,72.5,0,0
5.3,2.9,1.6,0.6,15.37,0.96,16.33,3.312,2.667,2.46,26.0,77,8.2,7.04,60,120.3,77.4,2,0
5.1,2.3,1.9,0.5,11.73,0.95,12.68,2.684,3.8,2.23,24.7,81,7.2,7.48,51,176.8,70.3,0,0
7.9,3.2,5.4,2.3,25.28,12.42,37.7,1.463,2.348,13.65,22.8,74,8.6,6.08,42,60.6,87.5,2,2
6.3,2.4,3.8,1.1,15.12,4.18,19.3,1.658,3.455,5.75,27.6,76,4.5,6.77,77,63.6,70.9,0,1
5.4,3.5,1.4,0.1,18.9,0.14,19.04,3.857,14.0,2.65,25.6,64,7.0,7.43,81,123.3,78.2,2,0
4.8,3.0,1.6,0.3,14.4,0.48,14.88,3.0,5.333,2.3,21.0,86,8.0,6.42,73,220.1,71.5,0,0
6.6,3.7,4.6,1.6,24.42,7.36,31.78,1.435,2.875,11.23,27.2,75,9.4,6.74,45,181.3,78.8,2,2
5.2,4.2,1.7,0.1,21.84,0.17,22.01,3.059,17.0,3.71,26.6,82,4.4,7.13,37,134.3,75.1,2,0
4.4,2.7,1.3,0.5,11.88,0.65,12.53,3.385,2.6,1.54,28.3,70,5.9,7.45,66,145.6,68.4,0,0
5.4,3.5,1.3,0.2,18.9,0.26,19.16,4.154,6.5,2.46,20.0,71,5.0,6.24,40,120.9,77.3,2,0
4.5,4.0,1.6,0.3,18.0,0.48,18.48,2.812,5.333,2.88,20.2,76,4.5,5.51,35,182.6,72.5,0,0
5.8,3.1,4.6,1.6,17.98,7.36,25.34,1.261,2.875,8.27,20.9,85,5.6,6.4,45,235.8,86.5,2,1
5.2,3.8,1.6,0.1,19.76,0.16,19.92,3.25,16.0,3.16,29.6,64,6.1,5.51,45,64.1,78.1,2,0
5.2,4.1,1.9,0.4,21.32,0.76,22.08,2.737,4.75,4.05,24.5,85,8.0,6.05,42,45.9,65.9,0,0
5.9,2.2,4.9,1.0,12.98,4.9,17.88,1.204,4.9,6.36,23.1,58,6.6,6.17,81,224.7,79.1,2,1
5.4,4.2,1.2,0.5,22.68,0.6,23.28,4.5,2.4,2.72,24.8,52,4.4,5.97,58,156.3,68.4,0,0
5.4,4.2,1.2,0.2,22.68,0.24,22.92,4.5,6.0,2.72,21.2,60,8.4,7.24,54,225.0,63.7,0,0
6.4,3.6,4.8,2.4,23.04,11.52,34.56,1.333,2.0,11.06,24.4,69,6.2,6.42,42,165.4,100.0,1,2
4.8,2.4,1.5,0.2,11.52,0.3,11.82,3.2,7.5,1.73,19.6,74,6.8,5.84,51,70.6,67.3,0,0
5.5,3.6,1.6,0.2,19.8,0.32,20.12,3.438,8.0,3.17,31.6,59,4.5,7.21,61,218.3,66.1,0,0
6.7,2.4,4.5,1.6,16.08,7.2,23.28,1.489,2.812,7.24,21.5,65,6.6,5.94,67,237.6,91.0,1,1
4.9,2.4,1.9,0.5,11.76,0.95,12.71,2.579,3.8,2.23,25.1,72,7.2,6.46,81,180.2,65.5,0,0
5.4,2.8,3.0,1.6,15.12,4.8,19.92,1.8,1.875,4.54,31.3,53,6.2,5.98,35,23.7,82.3,2,1
5.4,4.1,1.7,0.1,22.14,0.17,22.31,3.176,17.0,3.76,24.4,53,9.2,6.31,80,220.5,72.4,0,0
6.8,3.6,4.7,2.4,24.48,11.28,35.76,1.447,1.958,11.51,22.7,47,5.8,7.01,74,237.6,93.2,1,2
5.5,2.5,1.8,0.5,13.75,0.9,14.65,3.056,3.6,2.48,18.8,88,6.2,5.6,54,104.1,73.7,0,0
5.7,2.9,4.5,1.4,16.53,6.3,22.83,1.267,3.214,7.44,28.8,53,9.9,5.98,37,169.3,86.4,2,1
7.5,3.3,6.3,2.2,24.75,13.86,38.61,1.19,2.864,15.59,22.5,62,7.0,6.35,33,34.6,95.2,1,2
6.0,3.2,4.0,1.4,19.2,5.6,24.8,1.5,2.857,7.68,29.6,63,6.7,6.24,73,237.4,86.1,2,1
4.6,4.2,1.1,0.3,19.32,0.33,19.65,4.182,3.667,2.13,20.5,49,4.7,6.05,74,54.0,65.1,0,0
5.1,3.6,1.3,0.6,18.36,0.78,19.14,3.923,2.167,2.39,25.6,53,6.8,6.34,77,168.3,68.2,0,0
4.3,4.0,1.8,0.4,17.2,0.72,17.92,2.389,4.5,3.1,22.7,82,6.1,6.79,50,131.8,74.1,0,0
7.4,2.9,5.2,1.5,21.46,7.8,29.26,1.423,3.467,11.16,29.1,55,8.7,5.95,53,243.3,89.9,1,2
4.5,2.9,1.9,0.4,13.05,0.76,13.81,2.368,4.75,2.48,20.3,79,5.7,7.45,83,182.9,78.0,2,0
4.5,2.5,1.9,0.4,11.25,0.76,12.01,2.368,4.75,2.14,24.2,68,5.1,6.62,32,173.1,79.2,2,0
4.9,3.4,1.1,0.3,16.66,0.33,16.99,4.455,3.667,1.83,30.9,70,9.6,7.04,59,233.4,65.2,0,0
6.5,3.0,6.1,1.7,19.5,10.37,29.87,1.066,3.588,11.89,30.5,81,8.0,7.1,76,228.6,89.8,1,2
5.2,3.0,4.6,2.1,15.6,9.66,25.26,1.13,2.19,7.18,19.6,46,6.4,7.18,58,102.2,86.5,2,2
6.8,3.1,5.0,2.4,21.08,12.0,33.08,1.36,2.083,10.54,21.9,46,4.5,7.2,73,174.5,87.4,2,2
6.1,3.0,5.9,2.0,18.3,11.8,30.1,1.034,2.95,10.8,18.8,87,6.2,5.8,84,118.4,91.8,1,2
4.7,3.0,1.9,0.5,14.1,0.95,15.05,2.474,3.8,2.68,19.2,73,8.4,6.33,58,86.4,76.8,2,0
6.4,2.6,4.8,1.5,16.64,7.2,23.84,1.333,3.2,7.99,20.0,64,6.8,7.24,51,35.2,91.8,1,1
5.1,2.6,4.9,1.3,13.26,6.37,19.63,1.041,3.769,6.5,25.8,90,7.4,7.33,42,62.8,80.8,2,1
6.4,3.5,5.2,2.0,22.4,10.4,32.8,1.231,2.6,11.65,24.9,74,5.3,7.08,39,80.4,98.1,1,2
6.3,3.2,6.6,1.9,20.16,12.54,32.7,0.955,3.474,13.31,24.9,89,7.9,5.56,78,83.8,100.0,1,2
5.2,3.1,1.4,0.3,16.12,0.42,16.54,3.714,4.667,2.26,21.6,88,6.9,6.89,37,105.8,74.6,0,0
5.6,2.6,1.1,0.3,14.56,0.33,14.89,5.091,3.667,1.6,30.3,53,6.1,5.61,53,116.5,77.3,2,0
5.0,2.4,4.3,1.1,12.0,4.73,16.73,1.163,3.909,5.16,20.7,85,5.1,5.69,78,58.4,76.6,2,1
6.6,3.0,3.6,1.5,19.8,5.4,25.2,1.833,2.4,7.13,27.6,51,7.2,6.2,39,23.0,81.1,2,1
6.5,2.6,4.9,1.1,16.9,5.39,22.29,1.327,4.455,8.28,21.1,77,5.3,5.88,65,161.1,86.1,2,1
7.4,3.3,6.2,2.3,24.42,14.26,38.68,1.194,2.696,15.14,23.8,49,4.7,5.76,31,130.3,95.5,1,2
5.2,2.6,5.1,1.4,13.52,7.14,20.66,1.02,3.643,6.9,31.6,56,8.3,5.56,82,47.3,78.3,2,1
5.3,2.6,4.8,1.5,13.78,7.2,20.98,1.104,3.2,6.61,19.1,89,8.6,5.72,31,198.2,88.5,1,2
4.6,2.4,1.6,0.4,11.04,0.64,11.68,2.875,4.0,1.77,24.6,61,4.3,6.1,30,193.5,75.8,2,0
5.5,3.6,4.9,1.8,19.8,8.82,28.62,1.122,2.722,9.7,19.3,62,9.7,6.2,40,216.7,92.1,1,2
5.6,3.1,4.7,2.0,17.36,9.4,26.76,1.191,2.35,8.16,18.2,58,8.3,7.43,40,227.4,89.4,1,2
5.2,2.5,5.7,2.2,13.0,12.54,25.54,0.912,2.591,7.41,23.1,82,5.1,6.85,36,61.6,92.8,1,2
5.8,2.7,3.9,1.6,15.66,6.24,21.9,1.487,2.438,6.11,22.4,74,4.7,5.77,78,103.1,79.1,2,1
5.0,2.7,4.8,1.7,13.5,8.16,21.66,1.042,2.824,6.48,26.4,64,8.1,7.18,44,147.4,83.0,2,2
5.3,2.1,4.8,1.4,11.13,6.72,17.85,1.104,3.429,5.34,27.5,56,4.1,6.85,73,44.2,82.4,2,1
6.9,2.4,5.4,2.2,16.56,11.88,28.44,1.278,2.455,8.94,31.7,55,4.4,7.45,51,66.1,99.3,1,2
5.2,3.2,4.5,1.2,16.64,5.4,22.04,1.156,3.75,7.49,28.0,82,7.6,7.01,81,168.1,79.2,2,1
6.3,3.3,5.1,1.4,20.79,7.14,27.93,1.235,3.643,10.6,20.1,74,4.6,6.0,61,73.1,91.4,1,1
4.4,2.4,1.1,0.4,10.56,0.44,11.0,4.0,2.75,1.16,31.6,69,7.6,6.15,49,163.1,64.4,0,0
5.3,3.4,1.4,0.3,18.02,0.42,18.44,3.786,4.667,2.52,22.1,76,6.9,6.02,51,206.2,71.5,0,0
5.7,2.4,1.4,0.6,13.68,0.84,14.52,4.071,2.333,1.92,23.4,65,9.1,6.39,32,27.6,72.6,0,0
6.8,2.2,3.9,1.2,14.96,4.68,19.64,1.744,3.25,5.83,23.4,52,7.4,6.48,65,177.6,80.5,2,1
6.1,2.2,3.1,1.2,13.42,3.72,17.14,1.968,2.583,4.16,26.3,69,7.7,6.21,48,93.7,69.9,0,1
4.5,3.1,1.7,0.4,13.95,0.68,14.63,2.647,4.25,2.37,28.7,85,6.0,5.69,52,248.1,70.0,0,0
5.3,2.8,1.6,0.4,14.84,0.64,15.48,3.312,4.0,2.37,30.7,49,9.2,5.73,40,24.5,68.5,0,0
6.3,2.6,4.1,1.3,16.38,5.33,21.71,1.537,3.154,6.72,18.3,75,7.5,7.47,54,151.2,77.8,2,1
5.5,2.5,1.6,0.3,13.75,0.48,14.23,3.438,5.333,2.2,25.0,87,6.0,6.73,53,243.0,66.2,0,0
7.4,3.5,6.5,2.0,25.9,13.0,38.9,1.138,3.25,16.84,22.0,48,5.8,6.65,81,72.0,99.9,1,2
5.4,3.5,1.5,0.2,18.9,0.3,19.2,3.6,7.5,2.83,25.9,78,6.9,5.92,80,37.6,75.8,2,0
7.3,2.9,5.8,1.6,21.17,9.28,30.45,1.259,3.625,12.28,23.6,84,7.1,6.84,65,61.5,80.9,2,2
6.4,2.5,5.7,2.1,16.0,11.97,27.97,1.123,2.714,9.12,29.5,74,5.6,6.78,81,161.3,98.2,1,2
6.9,3.0,3.1,1.2,20.7,3.72,24.42,2.226,2.583,6.42,24.5,60,4.9,6.87,49,214.1,76.0,2,1
5.3,4.1,1.2,0.2,21.73,0.24,21.97,4.417,6.0,2.61,20.2,88,7.6,6.31,37,54.5,62.9,0,0
5.9,2.8,3.9,1.5,16.52,5.85,22.37,1.513,2.6,6.44,18.5,55,5.6,5.56,80,204.8,84.2,2,1
5.3,2.4,1.7,0.5,12.72,0.85,13.57,3.118,3.4,2.16,18.8,50,5.9,6.1,34,227.1,70.2,0,0
6.3,3.2,3.8,1.7,20.16,6.46,26.62,1.658,2.235,7.66,29.8,60,4.7,6.97,37,140.1,88.2,1,1
5.7,3.6,5.1,1.5,20.52,7.65,28.17,1.118,3.4,10.47,29.3,66,9.0,6.97,81,192.1,81.1,2,2
5.4,2.1,3.4,1.2,11.34,4.08,15.42,1.588,2.833,3.86,23.7,82,4.3,6.57,74,238.2,75.2,2,1
5.9,2.3,3.6,1.6,13.57,5.76,19.33,1.639,2.25,4.89,20.0,75,8.3,7.14,31,168.4,88.0,2,1
5.6,3.7,1.8,0.4,20.72,0.72,21.44,3.111,4.5,3.73,29.0,60,5.5,6.27,70,240.5,69.2,0,0
5.3,3.6,6.6,1.8,19.08,11.88,30.96,0.803,3.667,12.59,30.7,70,9.6,7.34,49,40.8,98.9,1,2
4.7,4.1,1.1,0.3,19.27,0.33,19.6,4.273,3.667,2.12,22.4,86,6.4,5.57,85,38.4,75.1,2,0
5.9,2.6,4.8,1.6,15.34,7.68,23.02,1.229,3.0,7.36,30.3,51,8.9,6.9,62,35.3,84.1,2,1
7.3,3.4,5.6,1.4,24.82,7.84,32.66,1.304,4.0,13.9,18.7,86,5.1,6.39,71,51.3,84.1,2,2
5.8,3.1,4.8,1.7,17.98,8.16,26.14,1.208,2.824,8.63,28.0,86,8.6,7.19,73,114.4,93.4,1,2
5.9,3.0,3.5,1.5,17.7,5.25,22.95,1.686,2.333,6.2,29.6,63,5.2,6.33,41,110.5,78.5,2,1
5.6,3.7,6.7,2.1,20.72,14.07,34.79,0.836,3.19,13.88,26.8,50,9.8,5.9,74,215.9,90.9,1,2
6.2,2.6,4.7,1.8,16.12,8.46,24.58,1.319,2.611,7.58,31.3,52,4.1,6.55,79,231.6,86.2,2,2
6.4,2.6,5.0,2.4,16.64,12.0,28.64,1.28,2.083,8.32,29.4,62,5.7,6.49,38,119.2,89.3,1,2
5.8,2.9,1.6,0.3,16.82,0.48,17.3,3.625,5.333,2.69,23.7,54,4.2,7.45,45,162.1,77.5,2,0
6.1,2.9,3.2,1.4,17.69,4.48,22.17,1.906,2.286,5.66,30.2,89,6.4,5.92,54,182.9,82.7,2,1
5.1,2.8,3.1,1.7,14.28,5.27,19.55,1.645,1.824,4.43,24.6,67,10.0,7.38,81,157.6,84.5,2,1
4.3,3.4,1.3,0.6,14.62,0.78,15.4,3.308,2.167,1.9,27.4,53,9.8,6.62,67,61.3,66.3,0,0
6.9,3.2,3.3,1.3,22.08,4.29,26.37,2.091,2.538,7.29,25.4,54,5.6,6.13,38,134.8,86.2,2,1
6.5,3.3,3.6,1.7,21.45,6.12,27.57,1.806,2.118,7.72,26.6,61,7.1,6.37,40,92.6,90.2,1,1
5.1,4.2,1.6,0.3,21.42,0.48,21.9,3.187,5.333,3.43,20.6,48,5.4,5.57,46,57.6,70.4,0,0
5.8,4.2,1.0,0.3,24.36,0.3,24.66,5.8,3.333,2.44,27.9,76,6.7,5.72,76,219.4,64.6,0,0
